claim_id,article_id,title,date,url,claim_text,prev_sentence,prev_prev_sentence,is_claim,is_claim_reason,is_claim_confidence,is_claim_method,extraction_model,prompt_version,extracted_at
A0042-C018,A0042,"80대에도 쌩쌩, 돈 대신 이것 저축해야 건강하게 오래산다",2025-01-04,https://www.chosun.com/economy/economy_general/2025/01/04/WB5P65JP3FH2DD6BJHX6AYQGMQ,▶네이버 등 포털사이트에서 김헌경 박사의 강연을 영상으로 보시려면 다음 링크를 복사해서 접속해보세요.,"그는 “동작을 한 번 할 때마다 8~12번 정도, 하루에 2~3세트씩 하루 10분이라도 투자해보라”고 말했다.",근육에 자극을 주라는 것이다.,False,"현재 문장은 특정 강연 영상을 시청할 수 있는 링크 제공을 목적으로 하고 있으며, 수치나 통계적인 변화를 주장하는 내용이 아닙니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0042-C019,A0042,"80대에도 쌩쌩, 돈 대신 이것 저축해야 건강하게 오래산다",2025-01-04,https://www.chosun.com/economy/economy_general/2025/01/04/WB5P65JP3FH2DD6BJHX6AYQGMQ,https://youtu.be/NmUtNsZytG8,▶네이버 등 포털사이트에서 김헌경 박사의 강연을 영상으로 보시려면 다음 링크를 복사해서 접속해보세요.,"그는 “동작을 한 번 할 때마다 8~12번 정도, 하루에 2~3세트씩 하루 10분이라도 투자해보라”고 말했다.",False,URL 링크 제공으로 수치나 통계적 변화를 주장하는 내용이 아님,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C001,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,대한상공회의소와 중소기업중앙회는 3일 경제계 신년 인사회를 각각 개최했다.,,,False,"현재 문장은 경제계 신년 인회에 관한 내용으로, 수치나 통계적인 변화를 주장하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C002,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,경제계 신년 인사회는 1962년부터 매년 열려온 경제계의 가장 큰 신년 행사다.,대한상공회의소와 중소기업중앙회는 3일 경제계 신년 인사회를 각각 개최했다.,,False,"현재 문장은 경제계 신년 인사회가 매년 열리는 행사라는 역사적 사실을 설명하고 있으며, 이는 수치나 통계적인 변화를 주장하는 내용이 아닙니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C003,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,"두 단체는 2023년·2024년엔 공동 개최했으나, 올해는 최상목 대통령 권한대행이 참석한 가운데 주요 인사들과 자리를 따로 마련하고 최근 ‘탄핵 사태’ 등으로 심화된 기업의 어려움을 극복하자고 강조했다.",경제계 신년 인사회는 1962년부터 매년 열려온 경제계의 가장 큰 신년 행사다.,대한상공회의소와 중소기업중앙회는 3일 경제계 신년 인사회를 각각 개최했다.,False,"현재 문장은 경제계 신년 인사회가 어떻게 개최되었는지와 관련된 내용으로, 수치나 통계적인 변화를 주장하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C004,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,대한상공회의소가 주최하는 ‘2025년 경제계 신년 인사회’가 3일 최상목 대통령 권한대행과 삼성·SK·현대차·LG 등 국내 4대 그룹 총수를 비롯한 정·재계 인사 600여 명이 참석한 가운데 열렸다.,"두 단체는 2023년·2024년엔 공동 개최했으나, 올해는 최상목 대통령 권한대행이 참석한 가운데 주요 인사들과 자리를 따로 마련하고 최근 ‘탄핵 사태’ 등으로 심화된 기업의 어려움을 극복하자고 강조했다.",경제계 신년 인사회는 1962년부터 매년 열려온 경제계의 가장 큰 신년 행사다.,False,"현재 문장은 단순한 이벤트의 개최 사실을 전달하며, 수치나 통계적인 변화를 주장하지 않는다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C005,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,이 행사는 유신 선포로 중단된 1973년을 제외하고는 1962년부터 60여 년간 빠짐없이 열려왔다.,대한상공회의소가 주최하는 ‘2025년 경제계 신년 인사회’가 3일 최상목 대통령 권한대행과 삼성·SK·현대차·LG 등 국내 4대 그룹 총수를 비롯한 정·재계 인사 600여 명이 참석한 가운데 열렸다.,"두 단체는 2023년·2024년엔 공동 개최했으나, 올해는 최상목 대통령 권한대행이 참석한 가운데 주요 인사들과 자리를 따로 마련하고 최근 ‘탄핵 사태’ 등으로 심화된 기업의 어려움을 극복하자고 강조했다.",False,"현재 문장은 연례적인 행사의 지속성에 관한 역사적 사실을 언급하며, 이는 특정한 수치나 통계적 변화를 주장하는 것이 아니므로 KOSIS를 통해 검증할 필요가 없습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C006,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,올해도 탄핵을 비롯한 정국 혼란과 전남 무안공항 참사에 따른 국가 애도 기간 중임에도 열렸다.,이 행사는 유신 선포로 중단된 1973년을 제외하고는 1962년부터 60여 년간 빠짐없이 열려왔다.,대한상공회의소가 주최하는 ‘2025년 경제계 신년 인사회’가 3일 최상목 대통령 권한대행과 삼성·SK·현대차·LG 등 국내 4대 그룹 총수를 비롯한 정·재계 인사 600여 명이 참석한 가운데 열렸다.,False,"현재 문장은 정국 혼란과 국가 애도 기간에 열린 행사에 대한 단순한 서술로, 수치나 통계적인 변화를 주장하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C007,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,참석자들은 무안 참사 희생자를 위한 묵념으로 행사를 시작했다.,올해도 탄핵을 비롯한 정국 혼란과 전남 무안공항 참사에 따른 국가 애도 기간 중임에도 열렸다.,이 행사는 유신 선포로 중단된 1973년을 제외하고는 1962년부터 60여 년간 빠짐없이 열려왔다.,False,"현재 문장은 특정 사건(무안 참사)의 희생자를 위한 묵념이라는 단순한 사실을 전달하며, 수치나 통계적인 변화를 주장하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C008,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,"이어 민생, 도약, 성장, 희망, 혁신 등 11가지 새해 소망을 담은 등불을 밝히고, ‘올 한 해를 대한민국이 다시 태어나는 한 해로 만들겠다’는 의지를 담아 매듭을 짓는 행사도 가졌다.",참석자들은 무안 참사 희생자를 위한 묵념으로 행사를 시작했다.,올해도 탄핵을 비롯한 정국 혼란과 전남 무안공항 참사에 따른 국가 애도 기간 중임에도 열렸다.,False,"현재 문장은 단순한 행사의 진행 내용을 설명하며, 수치나 통계적인 변화를 주장하지 않는다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C009,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,이날 행사의 핵심 키워드는 ‘위기’였다.,"이어 민생, 도약, 성장, 희망, 혁신 등 11가지 새해 소망을 담은 등불을 밝히고, ‘올 한 해를 대한민국이 다시 태어나는 한 해로 만들겠다’는 의지를 담아 매듭을 짓는 행사도 가졌다.",참석자들은 무안 참사 희생자를 위한 묵념으로 행사를 시작했다.,False,"현재 문장은 단순한 의견이나 평가로서, 어떠한 수치나 통계적인 변화를 주장하지 않는다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C010,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,이날 행사에 참석한 최 권한대행과 여야 주요 인사들에게도 “경제 살리기를 위해 협치(協治)를 해달라” “제발 기업하기 좋은 환경을 만들어달라”는 기업인들의 주문이 잇따랐다.,이날 행사의 핵심 키워드는 ‘위기’였다.,"이어 민생, 도약, 성장, 희망, 혁신 등 11가지 새해 소망을 담은 등불을 밝히고, ‘올 한 해를 대한민국이 다시 태어나는 한 해로 만들겠다’는 의지를 담아 매듭을 짓는 행사도 가졌다.",False,"현재 문장은 경제 활성화 및 기업 환경 개선 요청에 대한 내용으로, 구체적인 수치나 통계적 변화를 주장하지 않는다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C011,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,"최태원 대한상의 회장(SK그룹 회장)은 “경제의 가장 큰 공포인 불확실성이 장기화되면 그 여파를 가늠하기 어려운 만큼, 정부와 정치 지도자분들의 도움이 절실하다”며 “조속한 국정 안정화를 위해 힘을 모아주시길 간곡히 부탁드린다”고 호소했다.",이날 행사에 참석한 최 권한대행과 여야 주요 인사들에게도 “경제 살리기를 위해 협치(協治)를 해달라” “제발 기업하기 좋은 환경을 만들어달라”는 기업인들의 주문이 잇따랐다.,이날 행사의 핵심 키워드는 ‘위기’였다.,False,"현재 문장은 경제 상황에 대한 의견과 요청을 담고 있으며, 구체적인 수치나 통계적 변화를 주장하지 않는다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C012,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,"박주봉 인천상의 회장은 “우리는 외환 위기도 슬기롭게 극복한 저력을 갖고 있다”며 “국가와 국민, 기업이 혼신의 힘을 모아 협력하고 혁신해야 한다”고 했다.","최태원 대한상의 회장(SK그룹 회장)은 “경제의 가장 큰 공포인 불확실성이 장기화되면 그 여파를 가늠하기 어려운 만큼, 정부와 정치 지도자분들의 도움이 절실하다”며 “조속한 국정 안정화를 위해 힘을 모아주시길 간곡히 부탁드린다”고 호소했다.",이날 행사에 참석한 최 권한대행과 여야 주요 인사들에게도 “경제 살리기를 위해 협치(協治)를 해달라” “제발 기업하기 좋은 환경을 만들어달라”는 기업인들의 주문이 잇따랐다.,False,"현재 문장은 국가와 국민, 기업의 협력을 강조하며 경제 회복을 위한 일반적인 의견을 제시하지만, 구체적인 수치나 통계적인 변화를 언급하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C013,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,한상원 광주상의 회장도 “여러 도전과 위기를 직면하고 있지만 서로 연대하고 협력한다면 지속 가능한 미래를 열어 나갈 수 있다”고 말했다.,"박주봉 인천상의 회장은 “우리는 외환 위기도 슬기롭게 극복한 저력을 갖고 있다”며 “국가와 국민, 기업이 혼신의 힘을 모아 협력하고 혁신해야 한다”고 했다.","최태원 대한상의 회장(SK그룹 회장)은 “경제의 가장 큰 공포인 불확실성이 장기화되면 그 여파를 가늠하기 어려운 만큼, 정부와 정치 지도자분들의 도움이 절실하다”며 “조속한 국정 안정화를 위해 힘을 모아주시길 간곡히 부탁드린다”고 호소했다.",False,"현재 문장은 단순한 의견 표현 및 격려의 말로, 구체적인 수치나 통계적인 변화를 주장하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C014,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,최상목 권한대행은 “경제가 살아야 대한민국이 산다는 믿음으로 경제 파고의 방파제가 되겠다”며 “위협 요인으로부터 기업을 최우선으로 보호하면서 해야 할 일을 흔들림 없이 추진해 나가겠다”고 했다.,한상원 광주상의 회장도 “여러 도전과 위기를 직면하고 있지만 서로 연대하고 협력한다면 지속 가능한 미래를 열어 나갈 수 있다”고 말했다.,"박주봉 인천상의 회장은 “우리는 외환 위기도 슬기롭게 극복한 저력을 갖고 있다”며 “국가와 국민, 기업이 혼신의 힘을 모아 협력하고 혁신해야 한다”고 했다.",False,"현재 문장은 단순한 의견 표명으로, 구체적인 수치나 통계적 변화를 주장하지 않는다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C015,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,"경제계가 요구해 온 반도체법, 전력망법 등 핵심 경제 법안의 신속한 입법을 위해 여·야·정 협의체 논의에도 적극 참여하겠다고 밝혔다.",최상목 권한대행은 “경제가 살아야 대한민국이 산다는 믿음으로 경제 파고의 방파제가 되겠다”며 “위협 요인으로부터 기업을 최우선으로 보호하면서 해야 할 일을 흔들림 없이 추진해 나가겠다”고 했다.,한상원 광주상의 회장도 “여러 도전과 위기를 직면하고 있지만 서로 연대하고 협력한다면 지속 가능한 미래를 열어 나갈 수 있다”고 말했다.,False,"현재 문장은 경제계의 요구 사항 및 입법 활동에 대한 내용으로, 수치나 통계적인 변화를 주장하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C016,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,"이날 행사에는 최 회장과 이재용 삼성전자 회장, 정의선 현대차 회장, 구광모 LG 회장 등 4대 그룹 총수를 비롯해 장인화 포스코 회장, 김동관 한화 부회장, 정기선 HD현대 수석부회장, 허태수 GS그룹 회장, 정용진 신세계그룹 회장, 김영섭 KT 대표이사, 조원태 한진그룹 회장, 현정은 현대그룹 회장, 진옥동 신한금융지주 회장 등이 일제히 참석했다.","경제계가 요구해 온 반도체법, 전력망법 등 핵심 경제 법안의 신속한 입법을 위해 여·야·정 협의체 논의에도 적극 참여하겠다고 밝혔다.",최상목 권한대행은 “경제가 살아야 대한민국이 산다는 믿음으로 경제 파고의 방파제가 되겠다”며 “위협 요인으로부터 기업을 최우선으로 보호하면서 해야 할 일을 흔들림 없이 추진해 나가겠다”고 했다.,False,"현재 문장은 여러 기업의 회장이 참석한 행사에 대한 내용으로, 수치나 통계적인 변화를 주장하는 내용이 아닙니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C017,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,"경제 단체에서도 류진 한국경제인협회 회장, 윤진식 한국무역협회 회장, 손경식 한국경영자총협회 회장, 최진식 중견기업연합회 회장이 참석했다.","이날 행사에는 최 회장과 이재용 삼성전자 회장, 정의선 현대차 회장, 구광모 LG 회장 등 4대 그룹 총수를 비롯해 장인화 포스코 회장, 김동관 한화 부회장, 정기선 HD현대 수석부회장, 허태수 GS그룹 회장, 정용진 신세계그룹 회장, 김영섭 KT 대표이사, 조원태 한진그룹 회장, 현정은 현대그룹 회장, 진옥동 신한금융지주 회장 등이 일제히 참석했다.","경제계가 요구해 온 반도체법, 전력망법 등 핵심 경제 법안의 신속한 입법을 위해 여·야·정 협의체 논의에도 적극 참여하겠다고 밝혔다.",False,"현재 문장은 경제 단체 및 그 회원들의 참석에 대한 단순한 정보 제공이므로, 수치나 통계적인 변화를 주장하는 내용이 아닙니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C018,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,류진 회장은 새해 각오에 대해 “두 배로 더 열심히 뛰어야 한다”며 “경제가 어렵지만 최선을 다할 것”이라고 했다.,"경제 단체에서도 류진 한국경제인협회 회장, 윤진식 한국무역협회 회장, 손경식 한국경영자총협회 회장, 최진식 중견기업연합회 회장이 참석했다.","이날 행사에는 최 회장과 이재용 삼성전자 회장, 정의선 현대차 회장, 구광모 LG 회장 등 4대 그룹 총수를 비롯해 장인화 포스코 회장, 김동관 한화 부회장, 정기선 HD현대 수석부회장, 허태수 GS그룹 회장, 정용진 신세계그룹 회장, 김영섭 KT 대표이사, 조원태 한진그룹 회장, 현정은 현대그룹 회장, 진옥동 신한금융지주 회장 등이 일제히 참석했다.",False,"현재 문장은 단순한 의견 표현 및 다짐으로서, 구체적인 수치나 통계적인 변화를 주장하지 않는다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C019,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,손경식 회장은 “우리 국민과 기업인들은 나라가 어렵고 힘들 때 더 강해져 왔다”며 “기업이 투자를 잘하게끔 더 격려해주면 좋겠다”고 했다.,류진 회장은 새해 각오에 대해 “두 배로 더 열심히 뛰어야 한다”며 “경제가 어렵지만 최선을 다할 것”이라고 했다.,"경제 단체에서도 류진 한국경제인협회 회장, 윤진식 한국무역협회 회장, 손경식 한국경영자총협회 회장, 최진식 중견기업연합회 회장이 참석했다.",False,현재 문장은 단순한 의견 표현 및 격려 요청이므로 수치나 통계적 변화를 주장하지 않는다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C020,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,정부와 정치권 주요 인사들도 참석해 재계에 힘을 실었다.,손경식 회장은 “우리 국민과 기업인들은 나라가 어렵고 힘들 때 더 강해져 왔다”며 “기업이 투자를 잘하게끔 더 격려해주면 좋겠다”고 했다.,류진 회장은 새해 각오에 대해 “두 배로 더 열심히 뛰어야 한다”며 “경제가 어렵지만 최선을 다할 것”이라고 했다.,False,"현재 문장은 정부와 정치권 주요 인사들이 참석한 사실을 전달하며, 이는 수치나 통계적인 변화를 주장하는 내용이 아닙니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C021,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,"정부에선 최 권한대행과 안덕근 산업통상자원부 장관, 조태열 외교부 장관, 김문수 고용노동부 장관, 오영주 중소벤처기업부 장관 등이 참석했다.",정부와 정치권 주요 인사들도 참석해 재계에 힘을 실었다.,손경식 회장은 “우리 국민과 기업인들은 나라가 어렵고 힘들 때 더 강해져 왔다”며 “기업이 투자를 잘하게끔 더 격려해주면 좋겠다”고 했다.,False,"현재 문장은 단순히 정부의 주요 인사들이 참석한 사실을 나열하고 있으며, 이는 수치나 통계적인 변화를 주장하는 내용이 아닙니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C022,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,"권성동 국민의힘 원내대표, 진성준 더불어민주당 정책위의장, 차규근 조국혁신당 정책위의장, 천하람 개혁신당 원내대표도 참석했다.","정부에선 최 권한대행과 안덕근 산업통상자원부 장관, 조태열 외교부 장관, 김문수 고용노동부 장관, 오영주 중소벤처기업부 장관 등이 참석했다.",정부와 정치권 주요 인사들도 참석해 재계에 힘을 실었다.,False,현재 문장은 특정 인물들의 참석 여부에 대한 정보 제공이므로 수치나 통계적 변화를 주장하지 않습니다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C023,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,“요즘 정치 혼란과 이념 갈등으로 우리 기업인들 상황은 한겨울 날씨보다 힘들고 어렵습니다.” (김기문 중소기업중앙회 회장),"권성동 국민의힘 원내대표, 진성준 더불어민주당 정책위의장, 차규근 조국혁신당 정책위의장, 천하람 개혁신당 원내대표도 참석했다.","정부에선 최 권한대행과 안덕근 산업통상자원부 장관, 조태열 외교부 장관, 김문수 고용노동부 장관, 오영주 중소벤처기업부 장관 등이 참석했다.",False,"현재 문장은 단순한 의견 표현으로, 수치나 통계적인 변화를 주장하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C024,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,"중소기업중앙회는 3일 서울 영등포구 여의도에서 정부와 국회, 경제 단체장, 업종·지역별 중소기업 대표와 단체 등 각계 주요 인사들을 초청해 ‘2025 중소기업인 신년 인사회’를 개최했다.",“요즘 정치 혼란과 이념 갈등으로 우리 기업인들 상황은 한겨울 날씨보다 힘들고 어렵습니다.” (김기문 중소기업중앙회 회장),"권성동 국민의힘 원내대표, 진성준 더불어민주당 정책위의장, 차규근 조국혁신당 정책위의장, 천하람 개혁신당 원내대표도 참석했다.",False,"현재 문장은 행사 개최에 대한 단순한 정보 제공으로, 수치나 통계적인 변화를 주장하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C025,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,"행사엔 최상목 권한대행과 우원식 국회의장, 조태열 외교부 장관, 김문수 고용노동부 장관, 오영주 중소벤처기업부 장관 등이 함께 자리했고, 정치권에선 권성동 국민의힘 원내대표와 이언주 민주당 최고위원 등 여야 의원 11명이 참석했다.","중소기업중앙회는 3일 서울 영등포구 여의도에서 정부와 국회, 경제 단체장, 업종·지역별 중소기업 대표와 단체 등 각계 주요 인사들을 초청해 ‘2025 중소기업인 신년 인사회’를 개최했다.",“요즘 정치 혼란과 이념 갈등으로 우리 기업인들 상황은 한겨울 날씨보다 힘들고 어렵습니다.” (김기문 중소기업중앙회 회장),False,"현재 문장은 특정 행사에 참석한 인물들에 대한 정보 제공으로, 수치나 통계적인 변화를 주장하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C026,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,"경제계에서는 김기문 회장을 비롯 류진 한국경제인협회장, 손경식 한국경영자총협회장, 최진식 중견기업연합회장 등 경제 단체장들과 전국 업종·지역별 중소기업 대표 및 단체장들이 참석했다.","행사엔 최상목 권한대행과 우원식 국회의장, 조태열 외교부 장관, 김문수 고용노동부 장관, 오영주 중소벤처기업부 장관 등이 함께 자리했고, 정치권에선 권성동 국민의힘 원내대표와 이언주 민주당 최고위원 등 여야 의원 11명이 참석했다.","중소기업중앙회는 3일 서울 영등포구 여의도에서 정부와 국회, 경제 단체장, 업종·지역별 중소기업 대표와 단체 등 각계 주요 인사들을 초청해 ‘2025 중소기업인 신년 인사회’를 개최했다.",False,"현재 문장은 특정 행사에 참석한 인물들에 대한 정보를 나열하고 있으며, 이는 수치나 통계적인 변화를 주장하는 내용이 아닙니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C027,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,이들은 최근 기업들의 애로 사항을 전달하는 한편 “경제를 살리기 위해 총력을 다해달라”고 호소했다.,"경제계에서는 김기문 회장을 비롯 류진 한국경제인협회장, 손경식 한국경영자총협회장, 최진식 중견기업연합회장 등 경제 단체장들과 전국 업종·지역별 중소기업 대표 및 단체장들이 참석했다.","행사엔 최상목 권한대행과 우원식 국회의장, 조태열 외교부 장관, 김문수 고용노동부 장관, 오영주 중소벤처기업부 장관 등이 함께 자리했고, 정치권에선 권성동 국민의힘 원내대표와 이언주 민주당 최고위원 등 여야 의원 11명이 참석했다.",False,"현재 문장은 단순한 요청이나 호소를 담고 있으며, 수치나 통계적인 변화를 주장하는 내용이 없습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C028,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,"참석자들은 또한 행사에 앞서 전남 무안공항 제주항공 여객기 사고 희생자들을 위한 묵념의 시간을 가졌고, 모두 근조 리본을 착용했다.",이들은 최근 기업들의 애로 사항을 전달하는 한편 “경제를 살리기 위해 총력을 다해달라”고 호소했다.,"경제계에서는 김기문 회장을 비롯 류진 한국경제인협회장, 손경식 한국경영자총협회장, 최진식 중견기업연합회장 등 경제 단체장들과 전국 업종·지역별 중소기업 대표 및 단체장들이 참석했다.",False,"현재 문장은 특정 사건에 대한 묵념과 관련된 내용으로, 수치나 통계적인 변화를 주장하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0043-C029,A0043,“불확실성 공포 가늠조차 못 해… 경제 위해 협치해달라”,2025-01-04,https://www.chosun.com/economy/industry-company/2025/01/04/7MO4R7LTQVE7XDFEVL3KATGUAM,경제 단체장들은 이날 한목소리로 “경제가 어려운 만큼 정부와 정치권이 대내외 상황 안정에 힘써달라”고 주문했다.,"참석자들은 또한 행사에 앞서 전남 무안공항 제주항공 여객기 사고 희생자들을 위한 묵념의 시간을 가졌고, 모두 근조 리본을 착용했다.",이들은 최근 기업들의 애로 사항을 전달하는 한편 “경제를 살리기 위해 총력을 다해달라”고 호소했다.,False,"현재 문장은 경제 상황에 대한 일반적인 의견을 표현하고 있으며, 구체적인 수치나 통계적인 변화를 언급하지 않습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
